ONT-filename	ONT-sample_ID	ONT-path	ONT-filetype	ONT-library_ID	ONT-library_strategy	ONT-library_source	ONT-library_selection	ONT-library_layout	ONT-platform	ONT-instrument_model	ONT-design_description	ONT-data_type	ONT-shear_method	ONT-size_selection	ONT-seq_kit	ONT-basecaller	ONT-basecaller_version	ONT-basecaller_model	ONT-generator_facility	ONT-generator_contact	ONT-read_N50	ONT-coverage	ONT-100kb+	ONT-200kb+	ONT-300kb+	ONT-400kb+	ONT-500kb+	ONT-1Mb+	ONT-whales	HiFi-sample_ID	HiFi-filename	HiFi-library_ID	HiFi-library_strategy	HiFi-library_source	HiFi-library_selection	HiFi-library_layout	HiFi-platform	HiFi-instrument_model	HiFi-design_description	HiFi-data_type	HiFi-shear_method	HiFi-size_selection	HiFi-ccs_algorithm	HiFi-polymerase_version	HiFi-seq_plate_chemistry_version	HiFi-generator_facility	HiFi-generator_contact	HiFi-notes	HiFi-total_reads	HiFi-total_bp	HiFi-total_Gbp	HiFi-min	HiFi-max	HiFi-quartile_25	HiFi-quartile_50	HiFi-quartile_75	HiFi-N25	HiFi-N50	HiFi-N75	DEEPCONSENSUS-filename	DEEPCONSENSUS-sample_ID	DEEPCONSENSUS-library_ID	DEEPCONSENSUS-library_strategy	DEEPCONSENSUS-library_source	DEEPCONSENSUS-library_selection	DEEPCONSENSUS-library_layout	DEEPCONSENSUS-platform	DEEPCONSENSUS-instrument_model	DEEPCONSENSUS-design_description	DEEPCONSENSUS-data_type	DEEPCONSENSUS-shear_method	DEEPCONSENSUS-size_selection	DEEPCONSENSUS-DeepConsensus_version	DEEPCONSENSUS-polymerase_version	DEEPCONSENSUS-seq_plate_chemistry_version	DEEPCONSENSUS-generator_facility	DEEPCONSENSUS-generator_contact	DEEPCONSENSUS-total_reads	DEEPCONSENSUS-total_bp	DEEPCONSENSUS-total_Gbp	DEEPCONSENSUS-min	DEEPCONSENSUS-max	DEEPCONSENSUS-quartile_25	DEEPCONSENSUS-quartile_50	DEEPCONSENSUS-quartile_75	DEEPCONSENSUS-N25	DEEPCONSENSUS-N50	DEEPCONSENSUS-N75
"['03_01_22_R941_HG00639_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '03_01_22_R941_HG00639_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '03_01_22_R941_HG00639_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	HG00639	"['s3://human-pangenomics/working/HPRC/HG00639/raw_data/nanopore/guppy_6/03_01_22_R941_HG00639_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG00639/raw_data/nanopore/guppy_6/03_01_22_R941_HG00639_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG00639/raw_data/nanopore/guppy_6/03_01_22_R941_HG00639_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	bam	"['03_01_22_R941_HG00639_1' '03_01_22_R941_HG00639_2'
 '03_01_22_R941_HG00639_3']"	WGS	GENOMIC	RANDOM	single	OXFORD_NANOPORE	PromethION	UL sequencing using ONT-Circulomics method	unaligned reads with 5mC mods	no shear	no SS	SQK-ULK001	guppy	6.5.7	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	University of California, Santa Cruz	iviolich@ucsc.edu	88479.0	85.77000000000001	37.44	8.9	1.57	0.28	0.07	0.0	7.0																																																											
"['03_01_22_R941_HG01081_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '03_01_22_R941_HG01081_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '03_01_22_R941_HG01081_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '03_01_22_R941_HG01081_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	HG01081	"['s3://human-pangenomics/working/HPRC/HG01081/raw_data/nanopore/guppy_6/03_01_22_R941_HG01081_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG01081/raw_data/nanopore/guppy_6/03_01_22_R941_HG01081_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG01081/raw_data/nanopore/guppy_6/03_01_22_R941_HG01081_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG01081/raw_data/nanopore/guppy_6/03_01_22_R941_HG01081_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	bam	"['03_01_22_R941_HG01081_1' '03_01_22_R941_HG01081_2'
 '03_01_22_R941_HG01081_3' '03_01_22_R941_HG01081_4']"	WGS	GENOMIC	RANDOM	single	OXFORD_NANOPORE	PromethION	UL sequencing using ONT-Circulomics method	unaligned reads with 5mC mods	no shear	no SS	SQK-ULK001	guppy	6.5.7	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	University of California, Santa Cruz	iviolich@ucsc.edu	81936.0	100.68	40.4	8.87	1.36	0.23	0.07	0.0	4.0																																																											
"['03_01_22_R941_HG01150_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '03_01_22_R941_HG01150_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '03_01_22_R941_HG01150_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	HG01150	"['s3://human-pangenomics/working/HPRC/HG01150/raw_data/nanopore/guppy_6/03_01_22_R941_HG01150_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG01150/raw_data/nanopore/guppy_6/03_01_22_R941_HG01150_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG01150/raw_data/nanopore/guppy_6/03_01_22_R941_HG01150_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	bam	"['03_01_22_R941_HG01150_1' '03_01_22_R941_HG01150_2'
 '03_01_22_R941_HG01150_3']"	WGS	GENOMIC	RANDOM	single	OXFORD_NANOPORE	PromethION	UL sequencing using ONT-Circulomics method	unaligned reads with 5mC mods	no shear	no SS	SQK-ULK001	guppy	6.5.7	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	University of California, Santa Cruz	iviolich@ucsc.edu	89037.33333333333	84.22	37.33	10.38	2.19	0.37	0.06	0.0	0.0																																																											
"['03_01_22_R941_HG01940_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '03_01_22_R941_HG01940_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '03_01_22_R941_HG01940_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	HG01940	"['s3://human-pangenomics/working/HPRC/HG01940/raw_data/nanopore/guppy_6/03_01_22_R941_HG01940_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG01940/raw_data/nanopore/guppy_6/03_01_22_R941_HG01940_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG01940/raw_data/nanopore/guppy_6/03_01_22_R941_HG01940_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	bam	"['03_01_22_R941_HG01940_1' '03_01_22_R941_HG01940_2'
 '03_01_22_R941_HG01940_3']"	WGS	GENOMIC	RANDOM	single	OXFORD_NANOPORE	PromethION	UL sequencing using ONT-Circulomics method	unaligned reads with 5mC mods	no shear	no SS	SQK-ULK001	guppy	6.5.7	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	University of California, Santa Cruz	iviolich@ucsc.edu	86467.66666666667	75.45	32.25	7.95	1.7	0.4499999999999999	0.15	0.0	9.0																																																											
"['03_01_22_R941_HG01969_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '03_01_22_R941_HG01969_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '03_01_22_R941_HG01969_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	HG01969	"['s3://human-pangenomics/working/HPRC/HG01969/raw_data/nanopore/guppy_6/03_01_22_R941_HG01969_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG01969/raw_data/nanopore/guppy_6/03_01_22_R941_HG01969_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG01969/raw_data/nanopore/guppy_6/03_01_22_R941_HG01969_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	bam	"['03_01_22_R941_HG01969_1' '03_01_22_R941_HG01969_2'
 '03_01_22_R941_HG01969_3']"	WGS	GENOMIC	RANDOM	single	OXFORD_NANOPORE	PromethION	UL sequencing using ONT-Circulomics method	unaligned reads with 5mC mods	no shear	no SS	SQK-ULK001	guppy	6.5.7	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	University of California, Santa Cruz	iviolich@ucsc.edu	89392.33333333333	60.22	26.74	7.0	1.5	0.32	0.08	0.0	5.0																																																											
"['03_01_22_R941_HG03017_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '03_01_22_R941_HG03017_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '03_01_22_R941_HG03017_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	HG03017	"['s3://human-pangenomics/working/HPRC/HG03017/raw_data/nanopore/guppy_6/03_01_22_R941_HG03017_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG03017/raw_data/nanopore/guppy_6/03_01_22_R941_HG03017_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG03017/raw_data/nanopore/guppy_6/03_01_22_R941_HG03017_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	['bam' nan nan]	"['03_01_22_R941_HG03017_1' '03_01_22_R941_HG03017_2'
 '03_01_22_R941_HG03017_3']"	['WGS' nan nan]	['GENOMIC' nan nan]	['RANDOM' nan nan]	['single' nan nan]	['OXFORD_NANOPORE' nan nan]	['PromethION' nan nan]	['UL sequencing using ONT-Circulomics method' nan nan]	['unaligned reads with 5mC mods' nan nan]	['no shear' nan nan]	['no SS' nan nan]	['SQK-ULK001' nan nan]	['guppy' nan nan]	['6.5.7' nan nan]	['dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg' nan nan]	['University of California, Santa Cruz' nan nan]	['iviolich@ucsc.edu' nan nan]	88060.0	77.73	34.14	9.23	1.8	0.3	0.07	0.0	0.0																																																											
"['04_12_22_R941_HG02273_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '04_12_22_R941_HG02273_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '04_12_22_R941_HG02273_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	HG02273	"['s3://human-pangenomics/working/HPRC/HG02273/raw_data/nanopore/guppy_6/04_12_22_R941_HG02273_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG02273/raw_data/nanopore/guppy_6/04_12_22_R941_HG02273_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG02273/raw_data/nanopore/guppy_6/04_12_22_R941_HG02273_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	bam	"['04_12_22_R941_HG02273_1' '04_12_22_R941_HG02273_2'
 '04_12_22_R941_HG02273_3']"	WGS	GENOMIC	RANDOM	single	OXFORD_NANOPORE	PromethION	UL sequencing using ONT-Circulomics method	unaligned reads with 5mC mods	no shear	no SS	SQK-ULK001	guppy	6.5.7	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	University of California, Santa Cruz	iviolich@ucsc.edu	90433.33333333331	68.0	30.55	9.02	2.65	0.98	0.46	0.04	97.0																																																											
"['04_12_22_R941_HG02965_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '04_12_22_R941_HG02965_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '04_12_22_R941_HG02965_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	HG02965	"['s3://human-pangenomics/working/HPRC/HG02965/raw_data/nanopore/guppy_6/04_12_22_R941_HG02965_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG02965/raw_data/nanopore/guppy_6/04_12_22_R941_HG02965_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG02965/raw_data/nanopore/guppy_6/04_12_22_R941_HG02965_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	bam	"['04_12_22_R941_HG02965_1' '04_12_22_R941_HG02965_2'
 '04_12_22_R941_HG02965_3']"	WGS	GENOMIC	RANDOM	single	OXFORD_NANOPORE	PromethION	UL sequencing using ONT-Circulomics method	unaligned reads with 5mC mods	no shear	no SS	SQK-ULK001	guppy	6.5.7	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	University of California, Santa Cruz	iviolich@ucsc.edu	102756.33333333331	65.59	33.69	11.83	3.37	0.86	0.21	0.0	6.0																																																											
"['04_12_22_R941_HG02976_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '04_12_22_R941_HG02976_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '04_12_22_R941_HG02976_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	HG02976	"['s3://human-pangenomics/working/HPRC/HG02976/raw_data/nanopore/guppy_6/04_12_22_R941_HG02976_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG02976/raw_data/nanopore/guppy_6/04_12_22_R941_HG02976_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG02976/raw_data/nanopore/guppy_6/04_12_22_R941_HG02976_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	bam	"['04_12_22_R941_HG02976_1' '04_12_22_R941_HG02976_2'
 '04_12_22_R941_HG02976_3']"	WGS	GENOMIC	RANDOM	single	OXFORD_NANOPORE	PromethION	UL sequencing using ONT-Circulomics method	unaligned reads with 5mC mods	no shear	no SS	SQK-ULK001	guppy	6.5.7	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	University of California, Santa Cruz	iviolich@ucsc.edu	86332.0	63.86	27.48	7.32	1.64	0.45	0.1699999999999999	0.0	21.0																																																											
"['04_12_22_R941_HG03195_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '04_12_22_R941_HG03195_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '04_12_22_R941_HG03195_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '04_12_22_R941_HG03195_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	HG03195	"['s3://human-pangenomics/working/HPRC/HG03195/raw_data/nanopore/guppy_6/04_12_22_R941_HG03195_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG03195/raw_data/nanopore/guppy_6/04_12_22_R941_HG03195_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG03195/raw_data/nanopore/guppy_6/04_12_22_R941_HG03195_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG03195/raw_data/nanopore/guppy_6/04_12_22_R941_HG03195_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	[nan nan nan nan]	"['04_12_22_R941_HG03195_1' '04_12_22_R941_HG03195_2'
 '04_12_22_R941_HG03195_3' '04_12_22_R941_HG03195_4']"	[nan nan nan nan]	[nan nan nan nan]	[nan nan nan nan]	[nan nan nan nan]	[nan nan nan nan]	[nan nan nan nan]	[nan nan nan nan]	[nan nan nan nan]	[nan nan nan nan]	[nan nan nan nan]	[nan nan nan nan]	[nan nan nan nan]	[nan nan nan nan]	[nan nan nan nan]	[nan nan nan nan]	[nan nan nan nan]	79603.5	47.55	18.08	3.57	0.7799999999999999	0.27	0.14	0.02	46.0																																																											
"['04_12_22_R941_HG03225_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '04_12_22_R941_HG03225_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '04_12_22_R941_HG03225_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	HG03225	"['s3://human-pangenomics/working/HPRC/HG03225/raw_data/nanopore/guppy_6/04_12_22_R941_HG03225_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG03225/raw_data/nanopore/guppy_6/04_12_22_R941_HG03225_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG03225/raw_data/nanopore/guppy_6/04_12_22_R941_HG03225_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	[nan nan nan]	"['04_12_22_R941_HG03225_1' '04_12_22_R941_HG03225_2'
 '04_12_22_R941_HG03225_3']"	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	110772.66666666669	65.05	35.51	14.37	4.94	1.55	0.49	0.0	15.0																																																											
"['05_17_22_R941_GM18522_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '05_17_22_R941_GM18522_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '05_17_22_R941_GM18522_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	GM18522	"['s3://human-pangenomics/working/HPRC/NA18522/raw_data/nanopore/guppy_6/05_17_22_R941_GM18522_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/NA18522/raw_data/nanopore/guppy_6/05_17_22_R941_GM18522_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/NA18522/raw_data/nanopore/guppy_6/05_17_22_R941_GM18522_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	bam	"['05_17_22_R941_GM18522_1' '05_17_22_R941_GM18522_2'
 '05_17_22_R941_GM18522_3']"	WGS	GENOMIC	RANDOM	single	OXFORD_NANOPORE	PromethION	UL sequencing using ONT-Circulomics method	unaligned reads with 5mC mods	no shear	no SS	SQK-ULK001	guppy	6.5.7	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	University of California, Santa Cruz	iviolich@ucsc.edu	89971.33333333333	69.01	30.82	7.0	1.07	0.17	0.03	0.0	1.0																																																											
"['05_17_22_R941_HG03130_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '05_17_22_R941_HG03130_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '05_17_22_R941_HG03130_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	HG03130	"['s3://human-pangenomics/working/HPRC/HG03130/raw_data/nanopore/guppy_6/05_17_22_R941_HG03130_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG03130/raw_data/nanopore/guppy_6/05_17_22_R941_HG03130_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG03130/raw_data/nanopore/guppy_6/05_17_22_R941_HG03130_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	[nan nan nan]	"['05_17_22_R941_HG03130_1' '05_17_22_R941_HG03130_2'
 '05_17_22_R941_HG03130_3']"	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	77859.0	58.86	21.29	3.12	0.3	0.05	0.02	0.0	2.0																																																											
"['05_17_22_R941_HG03139_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '05_17_22_R941_HG03139_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '05_17_22_R941_HG03139_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	HG03139	"['s3://human-pangenomics/working/HPRC/HG03139/raw_data/nanopore/guppy_6/05_17_22_R941_HG03139_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG03139/raw_data/nanopore/guppy_6/05_17_22_R941_HG03139_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG03139/raw_data/nanopore/guppy_6/05_17_22_R941_HG03139_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	[nan nan nan]	"['05_17_22_R941_HG03139_1' '05_17_22_R941_HG03139_2'
 '05_17_22_R941_HG03139_3']"	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	87795.33333333333	57.65	24.8	5.3100000000000005	1.03	0.29	0.12	0.0	25.0																																																											
"['05_17_22_R941_HG03209_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '05_17_22_R941_HG03209_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '05_17_22_R941_HG03209_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	HG03209	"['s3://human-pangenomics/working/HPRC/HG03209/raw_data/nanopore/guppy_6/05_17_22_R941_HG03209_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG03209/raw_data/nanopore/guppy_6/05_17_22_R941_HG03209_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/HG03209/raw_data/nanopore/guppy_6/05_17_22_R941_HG03209_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	[nan nan nan]	"['05_17_22_R941_HG03209_1' '05_17_22_R941_HG03209_2'
 '05_17_22_R941_HG03209_3']"	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	[nan nan nan]	84171.33333333333	70.94	29.79	6.57	1.05	0.14	0.02	0.0	1.0																																																											
"['05_24_22_R941_GM19338_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '05_24_22_R941_GM19338_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '05_24_22_R941_GM19338_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	GM19338	"['s3://human-pangenomics/working/HPRC/NA19338/raw_data/nanopore/guppy_6/05_24_22_R941_GM19338_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/NA19338/raw_data/nanopore/guppy_6/05_24_22_R941_GM19338_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/NA19338/raw_data/nanopore/guppy_6/05_24_22_R941_GM19338_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	bam	"['05_24_22_R941_GM19338_1' '05_24_22_R941_GM19338_2'
 '05_24_22_R941_GM19338_3']"	WGS	GENOMIC	RANDOM	single	OXFORD_NANOPORE	PromethION	UL sequencing using ONT-Circulomics method	unaligned reads with 5mC mods	no shear	no SS	SQK-ULK001	guppy	6.5.7	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	University of California, Santa Cruz	iviolich@ucsc.edu	93828.66666666669	65.32	30.44	7.84	1.5	0.29	0.07	0.0	4.0																																																											
"['05_24_22_R941_GM19391_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '05_24_22_R941_GM19391_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 '05_24_22_R941_GM19391_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	GM19391	"['s3://human-pangenomics/working/HPRC/NA19391/raw_data/nanopore/guppy_6/05_24_22_R941_GM19391_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/NA19391/raw_data/nanopore/guppy_6/05_24_22_R941_GM19391_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam'
 's3://human-pangenomics/working/HPRC/NA19391/raw_data/nanopore/guppy_6/05_24_22_R941_GM19391_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']"	bam	"['05_24_22_R941_GM19391_1' '05_24_22_R941_GM19391_2'
 '05_24_22_R941_GM19391_3']"	WGS	GENOMIC	RANDOM	single	OXFORD_NANOPORE	PromethION	UL sequencing using ONT-Circulomics method	unaligned reads with 5mC mods	no shear	no SS	SQK-ULK001	guppy	6.5.7	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	University of California, Santa Cruz	iviolich@ucsc.edu	88887.66666666667	81.87	36.24	9.72	1.89	0.32	0.07	0.0	4.0																																																											
