Accession	Title	Links	Status	Release Date	Created	Updated	Submission	SRA.filename
SRR29483257	PacBio HiFi sequencing of HG03521	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:54Z	2024-06-21T10:02:33Z	SUB14548217	m84046_230715_064007_s2.hifi_reads.bc2084.bam
SRR29483207	PacBio HiFi sequencing of HG00272	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:52Z	2024-06-21T09:59:08Z	SUB14548217	m84046_230716_051716_s3.hifi_reads.bc2087.bam
SRR29483118	PacBio HiFi sequencing of HG03688	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:48Z	2024-06-21T09:59:08Z	SUB14548217	m84046_230707_195504_s2.hifi_reads.default.bam
SRR29483127	PacBio HiFi sequencing of HG03103	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:48Z	2024-06-21T09:59:08Z	SUB14548217	m84046_230831_231439_s1.hifi_reads.bc2033.bam
SRR29483227	PacBio HiFi sequencing of HG00272	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:53Z	2024-06-21T09:59:08Z	SUB14548217	m84046_230716_054822_s4.hifi_reads.bc2087.bam
SRR29483064	PacBio HiFi sequencing of NA19012	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:46Z	2024-06-21T09:59:08Z	SUB14548217	m84046_230901_223052_s3.hifi_reads.bc2037.bam
SRR29483096	PacBio HiFi sequencing of NA19682	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:47Z	2024-06-21T09:53:04Z	SUB14548217	m84046_230504_202347_s2.hifi_reads.bc2090.bam
SRR29483120	PacBio HiFi sequencing of HG00280	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:48Z	2024-06-21T09:53:04Z	SUB14548217	m84046_230628_213236_s2.hifi_reads.bc2051.bam
SRR29483150	PacBio HiFi sequencing of HG03130	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:50Z	2024-06-21T09:53:04Z	SUB14548217	m84046_230602_213334_s2.hifi_reads.bc2018.bam
SRR29483145	PacBio HiFi sequencing of HG00126	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:49Z	2024-06-21T09:53:04Z	SUB14548217	m84046_230621_234848_s2.hifi_reads.bc2043.bam
SRR29483149	PacBio HiFi sequencing of HG00126	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:49Z	2024-06-21T09:53:04Z	SUB14548217	m84046_230621_231827_s1.hifi_reads.bc2043.bam
SRR29483250	PacBio HiFi sequencing of NA19700	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:54Z	2024-06-21T09:53:04Z	SUB14548217	m84046_230508_200815_s4.hifi_reads.bc2091.bam
SRR29483266	PacBio HiFi sequencing of HG01048	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:55Z	2024-06-21T09:53:04Z	SUB14548217	m84046_230906_222128_s4.hifi_reads.bc2034.bam
SRR29483077	PacBio HiFi sequencing of NA19682	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:46Z	2024-06-21T09:53:04Z	SUB14548217	m84046_230504_195327_s1.hifi_reads.bc2090.bam
SRR29483234	PacBio HiFi sequencing of NA19390	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:53Z	2024-06-21T09:53:04Z	SUB14548217	m84046_230504_205453_s3.hifi_reads.bc2092.bam
SRR29483084	PacBio HiFi sequencing of HG00097	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:47Z	2024-06-21T09:53:04Z	SUB14548217	m84046_230718_223822_s1.hifi_reads.bc2086.bam
SRR29483136	PacBio HiFi sequencing of HG03136	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:49Z	2024-06-21T09:47:43Z	SUB14548217	m84046_230721_192545_s2.hifi_reads.bc2080.bam
SRR29483177	PacBio HiFi sequencing of HG03927	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:51Z	2024-06-21T09:47:42Z	SUB14548217	m84046_230628_213236_s2.hifi_reads.default.bam
SRR29483179	PacBio HiFi sequencing of HG00258	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:51Z	2024-06-21T09:47:42Z	SUB14548217	m84046_230724_193107_s2.hifi_reads.bc2096.bam
SRR29483232	PacBio HiFi sequencing of NA19390	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:53Z	2024-06-21T09:45:27Z	SUB14548217	m84046_230504_212559_s4.hifi_reads.bc2092.bam
SRR29483061	PacBio HiFi sequencing of NA18508	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:46Z	2024-06-21T09:45:27Z	SUB14548217	m84046_230513_215634_s1.hifi_reads.bc2001.bam
SRR29483079	PacBio HiFi sequencing of NA21106	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:46Z	2024-06-21T09:44:36Z	SUB14548217	m84046_230501_151821_s4.hifi_reads.bc2089.bam
SRR29483148	PacBio HiFi sequencing of HG00126	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:49Z	2024-06-21T09:44:36Z	SUB14548217	m84046_230617_050400_s4.hifi_reads.bc2043.bam
SRR29483063	PacBio HiFi sequencing of NA19012	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:46Z	2024-06-21T09:44:36Z	SUB14548217	m84046_230906_215022_s3.hifi_reads.bc2037.bam
SRR29483178	PacBio HiFi sequencing of HG00258	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:51Z	2024-06-21T09:41:08Z	SUB14548217	m84046_230724_200213_s3.hifi_reads.bc2096.bam
SRR29483065	PacBio HiFi sequencing of NA19012	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:46Z	2024-06-21T09:41:08Z	SUB14548217	m84046_230901_230230_s4.hifi_reads.bc2037.bam
SRR29483155	PacBio HiFi sequencing of HG01766	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:50Z	2024-06-21T09:41:07Z	SUB14548217	m84046_230721_192545_s2.hifi_reads.bc2090.bam
SRR29483216	PacBio HiFi sequencing of HG04225	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:52Z	2024-06-21T09:41:07Z	SUB14548217	m84046_230901_223052_s3.hifi_reads.bc2036.bam
SRR29483229	PacBio HiFi sequencing of HG01048	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:53Z	2024-06-21T09:35:09Z	SUB14548217	m84046_230831_231439_s1.hifi_reads.bc2034.bam
SRR29483256	PacBio HiFi sequencing of HG04184	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:54Z	2024-06-21T09:35:09Z	SUB14548217	m84046_230523_001708_s3.hifi_reads.default.bam
SRR29483156	PacBio HiFi sequencing of HG01766	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:50Z	2024-06-21T09:33:20Z	SUB14548217	m84046_230722_183401_s4.hifi_reads.bc2090.bam
SRR29483244	PacBio HiFi sequencing of HG03209	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:54Z	2024-06-21T09:33:20Z	SUB14548217	m84046_230617_033126_s1.hifi_reads.bc2020.bam
SRR29483119	PacBio HiFi sequencing of HG02559	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:48Z	2024-06-21T09:33:08Z	SUB14548217	m84046_230628_175536_s3.hifi_reads.bc2057.bam
SRR29483082	PacBio HiFi sequencing of HG00097	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:46Z	2024-06-21T09:33:07Z	SUB14548217	m84046_230716_051716_s3.hifi_reads.bc2086.bam
SRR29483235	PacBio HiFi sequencing of NA19390	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:53Z	2024-06-21T09:33:07Z	SUB14548217	m84046_230501_151821_s4.hifi_reads.bc2092.bam
SRR29483152	PacBio HiFi sequencing of HG03457	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:50Z	2024-06-21T09:32:45Z	SUB14548217	m84046_230731_200859_s2.hifi_reads.bc2093.bam
SRR29483173	PacBio HiFi sequencing of HG00344	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:51Z	2024-06-21T09:32:45Z	SUB14548217	m84046_230715_064007_s2.hifi_reads.bc2083.bam
SRR29483206	PacBio HiFi sequencing of HG03136	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:52Z	2024-06-21T09:32:45Z	SUB14548217	m84046_230722_180255_s3.hifi_reads.bc2080.bam
SRR29483094	PacBio HiFi sequencing of HG00128	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:47Z	2024-06-21T09:30:46Z	SUB14548217	m84046_230617_043254_s3.hifi_reads.bc2044.bam
SRR29483068	PacBio HiFi sequencing of NA19443	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:46Z	2024-06-21T09:30:46Z	SUB14548217	m84046_230627_204123_s2.hifi_reads.bc2053.bam
SRR29483231	PacBio HiFi sequencing of HG00642	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:53Z	2024-06-21T09:30:46Z	SUB14548217	m84046_230531_221339_s3.hifi_reads.default.bam
SRR29483107	PacBio HiFi sequencing of HG00133	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:48Z	2024-06-21T09:28:56Z	SUB14548217	m84046_230719_001055_s4.hifi_reads.bc2085.bam
SRR29483153	PacBio HiFi sequencing of HG03457	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:50Z	2024-06-21T09:28:55Z	SUB14548217	m84046_230728_195023_s2.hifi_reads.bc2093.bam
SRR29483142	PacBio HiFi sequencing of HG03017	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:49Z	2024-06-21T09:28:55Z	SUB14548217	m84046_230711_233802_s3.hifi_reads.bc2058.bam
SRR29483166	PacBio HiFi sequencing of HG00290	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:50Z	2024-06-21T09:28:55Z	SUB14548217	m84046_230627_204123_s2.hifi_reads.bc2052.bam
SRR29483199	PacBio HiFi sequencing of NA21093	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:52Z	2024-06-21T09:28:55Z	SUB14548217	m84046_230504_195327_s1.hifi_reads.bc2094.bam
SRR29483259	PacBio HiFi sequencing of HG03521	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:54Z	2024-06-21T09:28:55Z	SUB14548217	m84046_230715_060901_s1.hifi_reads.bc2084.bam
SRR29483268	PacBio HiFi sequencing of NA19700	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:55Z	2024-06-21T09:28:55Z	SUB14548217	m84046_230428_224315_s2.hifi_reads.bc2091.bam
SRR29483105	PacBio HiFi sequencing of HG00133	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:47Z	2024-06-21T09:24:16Z	SUB14548217	m84046_230621_234848_s2.hifi_reads.bc2045.bam
SRR29483060	PacBio HiFi sequencing of NA18508	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:45Z	2024-06-21T09:24:16Z	SUB14548217	m84046_230516_205603_s2.hifi_reads.bc2001.bam
SRR29483192	PacBio HiFi sequencing of HG03611	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:51Z	2024-06-21T09:24:15Z	SUB14548217	m84046_230428_224315_s2.hifi_reads.bc2095.bam
SRR29483218	PacBio HiFi sequencing of HG04225	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:53Z	2024-06-21T09:24:15Z	SUB14548217	m84046_230906_215022_s3.hifi_reads.bc2036.bam
SRR29483219	PacBio HiFi sequencing of HG04225	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:53Z	2024-06-21T09:24:15Z	SUB14548217	m84046_230906_222128_s4.hifi_reads.bc2036.bam
SRR29483114	PacBio HiFi sequencing of HG01123	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:48Z	2024-06-21T09:20:23Z	SUB14548217	m84046_231202_090949_s3.hifi_reads.bc2055.bam
SRR29483162	PacBio HiFi sequencing of HG02647	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:50Z	2024-06-21T09:20:23Z	SUB14548217	m84046_230707_202610_s3.hifi_reads.bc2060.bam
SRR29483062	PacBio HiFi sequencing of HG04228	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:46Z	2024-06-21T09:20:23Z	SUB14548217	m84046_230617_033126_s1.hifi_reads.default.bam
SRR29483067	PacBio HiFi sequencing of NA19443	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:46Z	2024-06-21T09:17:08Z	SUB14548217	m84046_230627_201017_s1.hifi_reads.bc2053.bam
SRR29483269	PacBio HiFi sequencing of NA19700	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:55Z	2024-06-21T09:17:08Z	SUB14548217	m84046_230502_210601_s4.hifi_reads.bc2091.bam
SRR29483255	PacBio HiFi sequencing of HG04184	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:54Z	2024-06-21T09:17:06Z	SUB14548217	m84046_230602_213334_s2.hifi_reads.default.bam
SRR29483102	PacBio HiFi sequencing of HG03457	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:47Z	2024-06-21T09:16:33Z	SUB14548217	m84046_230727_225904_s1.hifi_reads.bc2093.bam
SRR29483092	PacBio HiFi sequencing of HG00128	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:47Z	2024-06-21T09:16:33Z	SUB14548217	m84046_230617_050400_s4.hifi_reads.bc2044.bam
SRR29483237	PacBio HiFi sequencing of HG03239	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:53Z	2024-06-21T09:16:33Z	SUB14548217	m84046_230703_225306_s4.hifi_reads.bc2063.bam
SRR29483072	PacBio HiFi sequencing of HG02293	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:46Z	2024-06-21T09:16:33Z	SUB14548217	m84046_230707_205716_s4.default--default.bam
SRR29483174	PacBio HiFi sequencing of NA18522	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:51Z	2024-06-21T09:08:41Z	SUB14548217	m84046_230531_214232_s2.hifi_reads.bc2021.bam
SRR29483175	PacBio HiFi sequencing of HG01361	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:51Z	2024-06-21T09:08:41Z	SUB14548217	m84046_230724_203319_s4.hifi_reads.bc2056.bam
SRR29483137	PacBio HiFi sequencing of NA18879	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:49Z	2024-06-21T09:08:41Z	SUB14548217	m84046_230728_202047_s3.hifi_reads.bc2089.bam
SRR29483163	PacBio HiFi sequencing of HG01884	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:50Z	2024-06-21T09:05:46Z	SUB14548217	m84046_230701_003325_s1.hifi_reads.default.bam
SRR29483203	PacBio HiFi sequencing of HG02735	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:52Z	2024-06-21T09:05:46Z	SUB14548217	m84046_230628_175536_s3.hifi_reads.bc2062.bam
SRR29483138	PacBio HiFi sequencing of NA18879	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:49Z	2024-06-21T09:01:49Z	SUB14548217	m84046_230728_195023_s2.hifi_reads.bc2089.bam
SRR29483186	PacBio HiFi sequencing of HG01074	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:51Z	2024-06-21T09:01:49Z	SUB14548217	m84046_230712_231732_s2.hifi_reads.bc2061.bam
SRR29483133	PacBio HiFi sequencing of NA19043	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:49Z	2024-06-21T09:01:49Z	SUB14548217	m84046_230712_000908_s4.hifi_reads.bc2061.bam
SRR29483139	PacBio HiFi sequencing of HG02300	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:49Z	2024-06-21T09:01:49Z	SUB14548217	m84046_230519_231055_s2.hifi_reads.default.bam
SRR29483154	PacBio HiFi sequencing of HG01258	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:50Z	2024-06-21T09:01:49Z	SUB14548217	m84046_231202_090949_s3.hifi_reads.bc2054.bam
SRR29483187	PacBio HiFi sequencing of HG02300	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:51Z	2024-06-21T09:01:49Z	SUB14548217	m84046_230617_040148_s2.hifi_reads.default.bam
SRR29483093	PacBio HiFi sequencing of HG00128	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:47Z	2024-06-21T09:01:49Z	SUB14548217	m84046_230602_203207_s4.hifi_reads.bc2044.bam
SRR29483224	PacBio HiFi sequencing of HG02135	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:53Z	2024-06-21T09:01:48Z	SUB14548217	m84046_230712_224626_s1.hifi_reads.default.bam
SRR29483141	PacBio HiFi sequencing of HG03017	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:49Z	2024-06-21T08:59:20Z	SUB14548217	m84046_230701_003325_s1.hifi_reads.bc2058.bam
SRR29483183	PacBio HiFi sequencing of HG00558	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:51Z	2024-06-21T08:59:20Z	SUB14548217	m84046_230623_210640_s1.hifi_reads.bc1016.bam
SRR29483157	PacBio HiFi sequencing of HG01766	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:50Z	2024-06-21T08:52:24Z	SUB14548217	m84046_230728_232723_s1.hifi_reads.bc2090.bam
SRR29483128	PacBio HiFi sequencing of NA21093	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:48Z	2024-06-21T08:52:24Z	SUB14548217	m84046_230508_193709_s3.hifi_reads.bc2094.bam
SRR29483066	PacBio HiFi sequencing of NA19443	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:46Z	2024-06-21T08:52:24Z	SUB14548217	m84046_230701_000218_s4.hifi_reads.bc2053.bam
SRR29483132	PacBio HiFi sequencing of NA19043	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:49Z	2024-06-21T08:51:09Z	SUB14548217	m84046_230519_231055_s2.hifi_reads.bc2061.bam
SRR29483146	PacBio HiFi sequencing of HG00126	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:49Z	2024-06-21T08:51:09Z	SUB14548217	m84046_230602_203207_s4.hifi_reads.bc2043.bam
SRR29483242	PacBio HiFi sequencing of HG03778	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:54Z	2024-06-21T08:51:09Z	SUB14548217	m84046_230731_200859_s2.hifi_reads.bc2095.bam
SRR29483201	PacBio HiFi sequencing of HG02735	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:52Z	2024-06-21T08:47:47Z	SUB14548217	m84046_230707_192442_s1.hifi_reads.bc2062.bam
SRR29483221	PacBio HiFi sequencing of HG02135	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:53Z	2024-06-21T08:47:47Z	SUB14548217	m84046_230602_220440_s3.hifi_reads.default.bam
SRR29483147	PacBio HiFi sequencing of HG01074	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:49Z	2024-06-21T08:47:46Z	SUB14548217	m84046_230719_001055_s4.hifi_reads.bc2061.bam
SRR29483271	PacBio HiFi sequencing of HG01358	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:55Z	2024-06-21T08:47:45Z	SUB14548217	m84046_231202_071034_s1.hifi_reads.bc2053.bam
SRR29483104	PacBio HiFi sequencing of NA18522	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:47Z	2024-06-21T08:47:24Z	SUB14548217	m84046_230603_204152_s4.hifi_reads.bc2021.bam
SRR29483074	PacBio HiFi sequencing of HG02293	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:46Z	2024-06-21T08:47:24Z	SUB14548217	m84046_230718_233949_s3.hifi_reads.default.bam
SRR29483135	PacBio HiFi sequencing of NA20905	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:49Z	2024-06-21T08:40:50Z	SUB14548217	m84046_230522_234602_s2.hifi_reads.bc2060.bam
SRR29483144	PacBio HiFi sequencing of HG00126	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:49Z	2024-06-21T08:40:50Z	SUB14548217	m84046_230617_043254_s3.hifi_reads.bc2043.bam
SRR29483270	PacBio HiFi sequencing of HG01358	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:55Z	2024-06-21T08:40:50Z	SUB14548217	m84046_231202_110908_s4.hifi_reads.bc2053.bam
SRR29483134	PacBio HiFi sequencing of NA20905	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:49Z	2024-06-21T08:38:28Z	SUB14548217	m84046_230623_210640_s1.hifi_reads.bc2060.bam
SRR29483225	PacBio HiFi sequencing of HG02135	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:53Z	2024-06-21T08:38:28Z	SUB14548217	m84046_230707_202610_s3.hifi_reads.default.bam
SRR29483197	PacBio HiFi sequencing of HG00350	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:52Z	2024-06-21T08:35:21Z	SUB14548217	m84046_230712_231732_s2.hifi_reads.bc2048.bam
SRR29483123	PacBio HiFi sequencing of HG01081	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:48Z	2024-06-21T08:32:25Z	SUB14548217	m84046_230707_205716_s4.bc2065--bc2065.bam
SRR29483160	PacBio HiFi sequencing of HG03704	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:50Z	2024-06-21T08:32:25Z	SUB14548217	m84046_230617_040148_s2.hifi_reads.bc1001.bam
SRR29483223	PacBio HiFi sequencing of HG02135	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:53Z	2024-06-21T08:32:25Z	SUB14548217	m84046_230623_210640_s1.hifi_reads.default.bam
SRR29483222	PacBio HiFi sequencing of HG02135	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:53Z	2024-06-21T08:31:11Z	SUB14548217	m84046_230628_175536_s3.hifi_reads.default.bam
SRR29483117	PacBio HiFi sequencing of HG00558	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:48Z	2024-06-21T08:28:24Z	SUB14548217	m84046_230602_213334_s2.hifi_reads.bc1016.bam
SRR29483241	PacBio HiFi sequencing of HG03041	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:54Z	2024-06-21T08:28:24Z	SUB14548217	m84046_230720_182350_s1.hifi_reads.bc2003.bam
SRR29483164	PacBio HiFi sequencing of HG01884	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:50Z	2024-06-21T08:28:24Z	SUB14548217	m84046_230718_230843_s2.hifi_reads.default.bam
SRR29483188	PacBio HiFi sequencing of HG02300	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:51Z	2024-06-21T08:28:24Z	SUB14548217	m84046_230628_210130_s1.default--default.bam
SRR29483070	PacBio HiFi sequencing of NA19443	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:46Z	2024-06-21T08:28:24Z	SUB14548217	m84046_230712_231732_s2.hifi_reads.bc2053.bam
SRR29483111	PacBio HiFi sequencing of HG00290	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:48Z	2024-06-21T08:24:55Z	SUB14548217	m84046_230712_224626_s1.hifi_reads.bc2052.bam
SRR29483204	PacBio HiFi sequencing of HG02735	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:52Z	2024-06-21T08:24:55Z	SUB14548217	m84046_230703_225306_s4.hifi_reads.bc2062.bam
SRR29483143	PacBio HiFi sequencing of HG03017	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:49Z	2024-06-21T08:24:55Z	SUB14548217	m84046_230707_202610_s3.hifi_reads.bc2058.bam
SRR29483081	PacBio HiFi sequencing of NA21106	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:46Z	2024-06-21T08:24:55Z	SUB14548217	m84046_230508_200815_s4.hifi_reads.bc2089.bam
SRR29483099	PacBio HiFi sequencing of HG01884	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:47Z	2024-06-21T08:20:30Z	SUB14548217	m84046_230707_192442_s1.hifi_reads.default.bam
SRR29483073	PacBio HiFi sequencing of HG03139	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:46Z	2024-06-21T08:20:30Z	SUB14548217	m84046_230623_210640_s1.hifi_reads.bc2019.bam
SRR29483071	PacBio HiFi sequencing of HG02293	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:46Z	2024-06-21T08:20:30Z	SUB14548217	m84046_230724_203319_s4.hifi_reads.default.bam
SRR29483100	PacBio HiFi sequencing of HG01884	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:47Z	2024-06-21T08:16:18Z	SUB14548217	m84046_230712_231732_s2.hifi_reads.default.bam
SRR29483240	PacBio HiFi sequencing of HG03041	BioProject: 1, BioSample: 1	Released	2024-06-21	2024-06-21T07:56:53Z	2024-06-21T08:10:34Z	SUB14548217	m84046_230602_213334_s2.hifi_reads.bc1009.bam
SRR29405758	PacBio HiFi sequencing of NA19042	BioProject: 1, BioSample: 1	Released	2024-06-15	2024-06-14T00:29:35Z	2024-06-15T04:50:53Z	SUB14526393	m84091_240308_205633_s1.hifi_reads.bc1022.bam
SRR29405788	PacBio HiFi sequencing of HG03583	BioProject: 1, BioSample: 1	Released	2024-06-15	2024-06-14T00:29:36Z	2024-06-15T04:50:53Z	SUB14526393	m84091_230727_132817_s2.hifi_reads.bc1020.bam
SRR29405763	PacBio HiFi sequencing of HG00662	BioProject: 1, BioSample: 1	Released	2024-06-15	2024-06-14T00:29:35Z	2024-06-15T04:50:53Z	SUB14526393	m84091_230731_133332_s2.hifi_reads.bc1011.bam
SRR29405808	PacBio HiFi sequencing of HG03445	BioProject: 1, BioSample: 1	Released	2024-06-15	2024-06-14T00:29:37Z	2024-06-15T04:50:53Z	SUB14526393	m84091_240110_204947_s3.hifi_reads.bc1015.bam
SRR29405820	PacBio HiFi sequencing of HG02624	BioProject: 1, BioSample: 1	Released	2024-06-15	2024-06-14T00:29:38Z	2024-06-15T04:50:53Z	SUB14526393	m84091_231214_211211_s3.hifi_reads.bc1001.bam
SRR29405815	PacBio HiFi sequencing of HG00253	BioProject: 1, BioSample: 1	Released	2024-06-15	2024-06-14T00:29:38Z	2024-06-15T04:50:53Z	SUB14526393	m84091_230721_134835_s1.hifi_reads.bc1003.bam
SRR29396896	PacBio HiFi sequencing of HG01894	BioProject: 1, BioSample: 1	Released	2024-06-15	2024-06-13T15:18:42Z	2024-06-15T04:50:53Z	SUB14529157	m84081_231105_014442_s1.hifi_reads.bc2069.bam
