accession	study	bioproject_accession	biosample_accession	library_id	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	shear_method	size_selection	basecaller	basecaller_version	polymerase_version	seq_plate_chemistry_version	generator_facility	generator_contact	__index__filename	total_reads	total_bp	total_gbp	min	max	mean	quartile_25	quartile_50	quartile_75	n25	n50	n75	sample_id	path	production	data_type	notes	coverage	ntsm_score	index_sheet	assembly	deepconsensus_coverage	deepconsensus_filename	deepconsensus_path	ccs_algorithm	mm_tag	primrose_filename	mm_review	mm_remove	lima_version	lima_float_version	cell_type	iso_filename	platform_unit_1	platform_unit_2	barcode	iso_library_id	pbtrim_version	jasmine_version	refine_version	pool	similarity	check-flnc reads	seq_kit	basecaller_model	coverage_over_100kb	coverage_over_200kb	coverage_over_300kb	coverage_over_400kb	coverage_over_500kb	coverage_over_1mb	whales	sequencing_chemistry	library_construction_protocol	read_length	family_id	paternal_id	maternal_id	gender	phenotype	relationship	siblings	second_order	third_order	other_comments	phasing	in_working	manifest_aws_file_size	manifest_download_size	manifest_checksum	manifest_s3_source	manifest_gs_path	slurm_job_id	slurm_task_id	sample_ID	collection
SRR31367257																						1_11_23_R941_HG00673_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG00673	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR31366932																						HG02886_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG02886	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR26313818																						07_27_21_R941_HG04115_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR34899886																						HG00106-1_FC1_S29_L003_R1_001.fastq.gz																																																																											HG00106	HPRC-OmniC-100124Pools_data_table__final.csv
SRR34949668																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03784/raw_data/hic/HG03784-1_FC2_S41_L002_R1_001.fastq.gz																																																																											HG03784	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949384																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00272/raw_data/hic/HG00272-2_FC4_S4_L001_R1_001.fastq.gz																																																																											HG00272	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949602																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02523/raw_data/hic/HG02523-1_FC2_S75_L004_R2_001.fastq.gz																																																																											HG02523	HIC_Y3_Y4_part2_data_table__final.csv
																						HG03492_PAK44362_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_sequencing_summary.txt.gz																																																																					95458767	af3911d58144faebe942c1a59a76c19c						manifest
SRR26313847																						08_10_21_R941_HG04228_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR34949497																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA18879/raw_data/hic/NA18879-1_FC2_S7_L001_R1_001.fastq.gz																																																																											NA18879	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949466																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01261/raw_data/hic/HG01261-1_FC2_S79_L004_R2_001.fastq.gz																																																																											HG01261	HIC_Y3_Y4_part2_data_table__final.csv
SRR31367252																						1_11_23_R941_HG01106_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG01106	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR29497414																						10_17_23_R1041_HPRC_HG01048_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG01048	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR26304604																						08_03_21_R941_HG04157_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR34949645																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19909/raw_data/hic/NA19909-1_FC3_S54_L003_R2_001.fastq.gz																																																																											NA19909	HIC_Y3_Y4_part2_data_table__final.csv
SRR26313827																						08_25_21_R941_HG02683_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR34949379																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA21102/raw_data/hic/NA21102-2_FC1_S19_L001_R1_001.fastq.gz																																																																											NA21102	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949511																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG04153/raw_data/hic/HG04153-2_FC2_S22_L001_R1_001.fastq.gz																																																																											HG04153	HIC_Y3_Y4_part2_data_table__final.csv
																						NA19012-2_FC1_S20_L002_R2_001.fastq.gz																																																																												HPRC-OmniC-100124Pools_data_table__final.csv
SRR34949629																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00329/raw_data/hic/HG00329-1_FC3_S39_L002_R1_001.fastq.gz																																																																											HG00329	HIC_Y3_Y4_part2_data_table__final.csv
SRR29497445																						11_14_23_R1041_HPRC_HG03919_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG03919	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR34949682																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03704/raw_data/hic/HG03704-2_FC1_S72_L004_R2_001.fastq.gz																																																																											HG03704	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949674																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03710/raw_data/hic/HG03710-2_FC1_S69_L004_R2_001.fastq.gz																																																																											HG03710	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949369																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02027/raw_data/hic/HG02027-1_FC1_S73_L004_R1_001.fastq.gz																																																																											HG02027	HIC_Y3_Y4_part2_data_table__final.csv
SRR33469118																						11_12_24_R1041_UL_HPRC_HG02602_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam																																																																											HG02602	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR31367049																						HG01071_PAM54677_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG01071	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR31367214																						HG03516_PAK11491_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG03516	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR29497287																						01_16_24_R1041_HPRC_NA19012_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											NA19012	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR31367258																						04_11_23_R941_HG02630_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG02630	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR29405814																						m84091_231113_170005_s1.hifi_reads.bc1008.bam																																																																											HG03108	RU_Y4_data_table__final.csv
SRR34949427																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03688/raw_data/hic/HG03688-2_FC1_S70_L004_R2_001.fastq.gz																																																																											HG03688	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949617																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00344/raw_data/hic/HG00344-2_FC2_S30_L002_R2_001.fastq.gz																																																																											HG00344	HIC_Y3_Y4_part2_data_table__final.csv
SRR34899885																						HG00106-1_FC2_S29_L003_R1_001.fastq.gz																																																																											HG00106	HPRC-OmniC-100124Pools_data_table__final.csv
SRR34949673																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00253/raw_data/hic/HG00253-1_FC3_S33_L002_R1_001.fastq.gz																																																																											HG00253	HIC_Y3_Y4_part2_data_table__final.csv
SRR26313827																						08_25_21_R941_HG02683_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam																																																																											HG02683	UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR33469145																						11_04_24_R1041_UL_HPRC_HG02280_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam																																																																											HG02280	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR34949514																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG04153/raw_data/hic/HG04153-1_FC3_S14_L001_R2_001.fastq.gz																																																																											HG04153	HIC_Y3_Y4_part2_data_table__final.csv
SRR29405778																						m84091_230731_143545_s4.hifi_reads.bc1015.bam																																																																											NA19131	RU_Y4_data_table__final.csv
SRR34949474																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20827/raw_data/hic/NA20827-1_FC1_S23_L002_R2_001.fastq.gz																																																																											NA20827	HIC_Y3_Y4_part2_data_table__final.csv
SRR29405775																						m84091_230703_162202_s1.hifi_reads.bc1001.bam																																																																											NA19175	RU_Y4_data_table__final.csv
SRR31367125																						HG02148_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG02148	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR29497521																						09_06_23_R1041_HPRC_NA19703_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											NA19703	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR29497449																						11_14_23_R1041_HPRC_HG03919_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG03919	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR34949547																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01192/raw_data/hic/HG01192-1_FC2_S80_L004_R2_001.fastq.gz																																																																											HG01192	HIC_Y3_Y4_part2_data_table__final.csv
SRR26313827																						08_25_21_R941_HG02683_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
																						NA19099-2_FC1_S2_L001_R2_001.fastq.gz																																																																												HPRC-OmniC-100124Pools_data_table__final.csv
SRR31366925																						HG03471_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG03471	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR26313862																						08_17_21_R941_HG02809_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR34949495																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20762/raw_data/hic/NA20762-2_FC2_S28_L002_R2_001.fastq.gz																																																																											NA20762	HIC_Y3_Y4_part2_data_table__final.csv
SRR26313844																						12_08_21_R941_HG02027_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR29405820																						m84091_231214_211211_s3.hifi_reads.bc1001.bam																																																																											HG02624	RU_Y4_data_table__final.csv
SRR34949619																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00344/raw_data/hic/HG00344-1_FC4_S29_L002_R2_001.fastq.gz																																																																											HG00344	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949594																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02668/raw_data/hic/HG02668-1_FC1_S47_L003_R2_001.fastq.gz																																																																											HG02668	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949528																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03458/raw_data/hic/HG03458-1_FC2_S52_L003_R2_001.fastq.gz																																																																											HG03458	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949499																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA18565/raw_data/hic/NA18565-2_FC4_S17_L001_R1_001.fastq.gz																																																																											NA18565	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949585																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20282/raw_data/hic/NA20282-2_FC2_S61_L003_R2_001.fastq.gz																																																																											NA20282	HIC_Y3_Y4_part2_data_table__final.csv
SRR33469126																						12_02_24_R1041_UL_HPRC_HG04199_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam																																																																											HG04199	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR34949482																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20809/raw_data/hic/NA20809-1_FC2_S10_L001_R1_001.fastq.gz																																																																											NA20809	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949453																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01433/raw_data/hic/HG01433-2_FC2_S50_L003_R1_001.fastq.gz																																																																											HG01433	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949631																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA21144/raw_data/hic/NA21144-2_FC4_S46_L002_R1_001.fastq.gz																																																																											NA21144	HIC_Y3_Y4_part2_data_table__final.csv
SRR31367029																						HG02622_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG02622	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR31367217																						HG02630_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG02630	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR31367133																						HG01978_PAM54633_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG01978	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR29497303																						09_12_23_R1041_HPRC_NA18871_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											NA18871	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR29497307																						09_06_23_R1041_HPRC_HG00117_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG00117	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR29483243																						m84046_230728_202047_s3.hifi_reads.bc2095.bam																																																																											HG03778	UW_HPRC_HiFi_Y4_AND_Y3_Topoff_data_table__final.csv
SRR33469161																						12_09_24_R1041_UL_HPRC_HG01496_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam																																																																											HG01496	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR34949384																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00272/raw_data/hic/HG00272-2_FC4_S4_L001_R2_001.fastq.gz																																																																											HG00272	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949671																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03710/raw_data/hic/HG03710-2_FC3_S69_L004_R2_001.fastq.gz																																																																											HG03710	HIC_Y3_Y4_part2_data_table__final.csv
SRR29483234																						m84046_230504_205453_s3.hifi_reads.bc2092.bam																																																																											NA19390	UW_HPRC_HiFi_Y4_AND_Y3_Topoff_data_table__final.csv
SRR34949375																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01934/raw_data/hic/HG01934-1_FC3_S51_L003_R2_001.fastq.gz																																																																											HG01934	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949613																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02027/raw_data/hic/HG02027-2_FC4_S76_L004_R1_001.fastq.gz																																																																											HG02027	HIC_Y3_Y4_part2_data_table__final.csv
SRR31367151																						12_7_22_R941_HG01123_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG01123	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR29405779																						m84091_230725_171249_s4.hifi_reads.bc1015.bam																																																																											NA19131	RU_Y4_data_table__final.csv
SRR34949393																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20827/raw_data/hic/NA20827-2_FC4_S24_L002_R1_001.fastq.gz																																																																											NA20827	HIC_Y3_Y4_part2_data_table__final.csv
SRR31366956																						HG00741_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG00741	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR34949445																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03521/raw_data/hic/HG03521-2_FC1_S26_L002_R2_001.fastq.gz																																																																											HG03521	HIC_Y3_Y4_part2_data_table__final.csv
SRR29497418																						10_24_23_R1041_HPRC_HG00384_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG00384	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR33469165																						12_02_24_R1041_UL_HPRC_HG01884_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam																																																																											HG01884	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR33469172																						11_12_24_R1041_UL_HPRC_HG01981_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam																																																																											HG01981	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
																						HG00375-2_FC1_S38_L004_R1_001.fastq.gz																																																																												HPRC-OmniC-100124Pools_data_table__final.csv
SRR26313826																						07_27_21_R941_HG03688_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR29483213																						m84046_230728_232723_s1.hifi_reads.bc2094.bam																																																																											HG01028	UW_HPRC_HiFi_Y4_AND_Y3_Topoff_data_table__final.csv
SRR29497295																						08_08_23_R1041_HPRC_NA19834_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											NA19834	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR31366947																						HG01358_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG01358	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR29405758																						m84091_240308_205633_s1.hifi_reads.bc1022.bam																																																																											NA19042	RU_Y4_data_table__final.csv
SRR34949537																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03369/raw_data/hic/HG03369-1_FC2_S37_L002_R2_001.fastq.gz																																																																											HG03369	HIC_Y3_Y4_part2_data_table__final.csv
SRR31366939																						HG02717_PAK43947_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG02717	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR34949591																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19909/raw_data/hic/NA19909-2_FC4_S56_L003_R2_001.fastq.gz																																																																											NA19909	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949500																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA18565/raw_data/hic/NA18565-2_FC3_S17_L001_R2_001.fastq.gz																																																																											NA18565	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949416																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19131/raw_data/hic/NA19131-1_FC2_S13_L001_R1_001.fastq.gz																																																																											NA19131	HIC_Y3_Y4_part2_data_table__final.csv
																						HG04153-2_FC2_S22_L001_R2_001.fastq.gz																																																																												HIC_Y3_Y4_part2_data_table__final.csv
SRR34949519																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03784/raw_data/hic/HG03784-2_FC3_S42_L002_R2_001.fastq.gz																																																																											HG03784	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949462																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01261/raw_data/hic/HG01261-2_FC2_S81_L004_R1_001.fastq.gz																																																																											HG01261	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949596																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02523/raw_data/hic/HG02523-2_FC4_S78_L004_R2_001.fastq.gz																																																																											HG02523	HIC_Y3_Y4_part2_data_table__final.csv
SRR29497571																						10_10_23_R1041_HPRC_NA21101_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											NA21101	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR29497643																						11_7_23_R1041_HPRC_HG03611_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG03611	UCSC_HPRC_nanopore_Year4_data_table__final.csv
SRR34899852																						HG01048-1_FC1_S7_L001_R1_001.fastq.gz																																																																											HG01048	HPRC-OmniC-100124Pools_data_table__final.csv
SRR29497466																						09_12_23_R1041_HPRC_HG03457_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam																																																																											HG03457	UCSC_HPRC_nanopore_Year4_data_table__final.csv
																						HG03492_PAM34995_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_sequencing_summary.txt.gz																																																																					104868058	688e990d4fb329f390ff38776436a2a9						manifest
SRR34949423																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00253/raw_data/hic/HG00253-2_FC2_S34_L002_R2_001.fastq.gz																																																																											HG00253	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949454																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01433/raw_data/hic/HG01433-2_FC1_S50_L003_R1_001.fastq.gz																																																																											HG01433	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949630																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00329/raw_data/hic/HG00329-1_FC2_S39_L002_R1_001.fastq.gz																																																																											HG00329	HIC_Y3_Y4_part2_data_table__final.csv
SRR30717236																						HG03492.m64136_200906_012331.dc.q20.fastq.gz																																																																											HG03492	HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20_data_table__final.csv
SRR29483216																						m84046_230901_223052_s3.hifi_reads.bc2036.bam																																																																											HG04225	UW_HPRC_HiFi_Y4_AND_Y3_Topoff_data_table__final.csv
SRR34949410																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19131/raw_data/hic/NA19131-2_FC3_S21_L001_R2_001.fastq.gz																																																																											NA19131	HIC_Y3_Y4_part2_data_table__final.csv
SRR33469156																						12_16_24_R1041_UL_HPRC_HG00609_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam																																																																											HG00609	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR34899863																						HG00106-2_FC2_S30_L003_R1_001.fastq.gz																																																																											HG00106	HPRC-OmniC-100124Pools_data_table__final.csv
																						HG00375-1_FC2_S37_L004_R2_001.fastq.gz																																																																												HPRC-OmniC-100124Pools_data_table__final.csv
																						HG03492_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_sequencing_summary.txt.gz																																																																					827687866	1ef00b59553f22e570356a1e5d38b6de						manifest
SRR26313858																						08_17_21_R941_HG02300_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																												UCSC_HPRC_nanopore_Year2_data_table__final.csv
SRR29396891																						m84081_231119_015049_s1.hifi_reads.bc2067.bam																																																																											HG03343	WUSTL_HPRC_HiFi_Year4_data_table__final.csv
SRR34949551																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01167/raw_data/hic/HG01167-2_FC2_S20_L001_R1_001.fastq.gz																																																																											HG01167	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949417																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19131/raw_data/hic/NA19131-1_FC1_S13_L001_R1_001.fastq.gz																																																																											NA19131	HIC_Y3_Y4_part2_data_table__final.csv
SRR31367243																						12_7_22_R941_HG01258_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG01258	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR33469143																						12_16_24_R1041_UL_HPRC_HG02293_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam																																																																											HG02293	UCSC_HPRC_nanopore_Year2_R10_data_table__final.csv
SRR34949415																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19131/raw_data/hic/NA19131-1_FC3_S13_L001_R1_001.fastq.gz																																																																											NA19131	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949683																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG03704/raw_data/hic/HG03704-1_FC4_S71_L004_R2_001.fastq.gz																																																																											HG03704	HIC_Y3_Y4_part2_data_table__final.csv
SRR34949554																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01167/raw_data/hic/HG01167-1_FC4_S12_L001_R2_001.fastq.gz																																																																											HG01167	HIC_Y3_Y4_part2_data_table__final.csv
SRR31366960																						HG01123_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam																																																																											HG01123	UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6_data_table__final.csv
SRR34949451																						s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG01433/raw_data/hic/HG01433-2_FC4_S50_L003_R2_001.fastq.gz																																																																											HG01433	HIC_Y3_Y4_part2_data_table__final.csv
