accession	study	bioproject_accession	biosample_accession	filename	library_ID	library_strategy	library_source	platform	instrument_model	design_description	generator_facility	generator_contact	assembly	data_type	filetype	library_layout	library_selection	shear_method	title	total_bp	coverage	ntsm_score	ntsm_result	total_Gbp	sample_ID
SRR30242279	SRP305758	PRJNA701308	SAMN33758801	NA20905-1_S22_L003_R2_001.fastq.gz	NA20905-1_S22_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA20905	3720373007	1.2	0.718086	Similar	3.720373007	NA20905
SRR30242278	SRP305758	PRJNA701308	SAMN33758801	NA20905-1_S22_L004_R2_001.fastq.gz	NA20905-1_S22_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA20905	3675576738	1.19	0.765865	Similar	3.675576738	NA20905
SRR30242277	SRP305758	PRJNA701308	SAMN33758801	NA20905-2_S30_L001_R2_001.fastq.gz	NA20905-2_S30_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA20905	9452410580	3.05	0.581919	Similar	9.45241058	NA20905
SRR30242276	SRP305758	PRJNA701308	SAMN33758801	NA20905-2_S30_L002_R2_001.fastq.gz	NA20905-2_S30_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA20905	10368742664	3.34	0.622021	Similar	10.368742664	NA20905
SRR30242275	SRP305758	PRJNA701308	SAMN33758801	NA20905-2_S30_L003_R2_001.fastq.gz	NA20905-2_S30_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA20905	10375607032	3.35	0.588899	Similar	10.375607032	NA20905
SRR30242274	SRP305758	PRJNA701308	SAMN33758801	NA20905-2_S30_L004_R2_001.fastq.gz	NA20905-2_S30_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of NA20905	10205214056	3.29	0.582213	Similar	10.205214056	NA20905
SRR30310981	SRP305758	PRJNA701308	SAMN41021637	HG00126-1_FC1_S3_L004_R1_001.fastq.gz	HG00126-1_FC1_S3_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00126	23014404072	7.42	0.456062	Similar	23.014404072	HG00126
SRR30310980	SRP305758	PRJNA701308	SAMN41021637	HG00126-1_FC2_S3_L004_R1_001.fastq.gz	HG00126-1_FC2_S3_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00126	21643319995	6.98	0.494569	Similar	21.643319995	HG00126
SRR30310819	SRP305758	PRJNA701308	SAMN41021637	HG00126-2_FC1_S4_L004_R1_001.fastq.gz	HG00126-2_FC1_S4_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00126	33281084483	10.74	0.416005	Similar	33.281084483	HG00126
SRR30310952	SRP305758	PRJNA701308	SAMN41021637	HG00126-2_FC2_S4_L004_R1_001.fastq.gz	HG00126-2_FC2_S4_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00126	31102901178	10.03	0.42042	Similar	31.102901178	HG00126
SRR30310941	SRP305758	PRJNA701308	SAMN41021641	HG00128-1_FC1_S9_L004_R1_001.fastq.gz	HG00128-1_FC1_S9_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00128	18338855625	5.92	0.461992	Similar	18.338855625	HG00128
SRR30310906	SRP305758	PRJNA701308	SAMN41021641	HG00128-1_FC2_S9_L004_R1_001.fastq.gz	HG00128-1_FC2_S9_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00128	17480349957	5.64	0.498659	Similar	17.480349957	HG00128
SRR30310895	SRP305758	PRJNA701308	SAMN41021641	HG00128-2_FC1_S10_L004_R1_001.fastq.gz	HG00128-2_FC1_S10_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00128	17124632311	5.52	0.519285	Similar	17.124632311	HG00128
SRR30310884	SRP305758	PRJNA701308	SAMN41021641	HG00128-2_FC2_S10_L004_R1_001.fastq.gz	HG00128-2_FC2_S10_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00128	16272984308	5.25	0.558467	Similar	16.272984308	HG00128
SRR30310849	SRP305758	PRJNA701308	SAMN41021638	HG00133-1_FC1_S5_L004_R1_001.fastq.gz	HG00133-1_FC1_S5_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00133	21805365041	7.03	0.481832	Similar	21.805365041	HG00133
SRR30310838	SRP305758	PRJNA701308	SAMN41021638	HG00133-1_FC2_S5_L004_R1_001.fastq.gz	HG00133-1_FC2_S5_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00133	20487595742	6.61	0.453404	Similar	20.487595742	HG00133
SRR30310979	SRP305758	PRJNA701308	SAMN41021638	HG00133-2_FC1_S6_L004_R1_001.fastq.gz	HG00133-2_FC1_S6_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00133	15627199286	5.04	0.513267	Similar	15.627199286	HG00133
SRR30310968	SRP305758	PRJNA701308	SAMN41021638	HG00133-2_FC2_S6_L004_R1_001.fastq.gz	HG00133-2_FC2_S6_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00133	14710505617	4.75	0.527565	Similar	14.710505617	HG00133
SRR30310957	SRP305758	PRJNA701308	SAMN41021634	HG00146-1_FC1_S5_L003_R1_001.fastq.gz	HG00146-1_FC1_S5_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00146	26496294197	8.55	0.461355	Similar	26.496294197	HG00146
SRR30310922	SRP305758	PRJNA701308	SAMN41021634	HG00146-1_FC2_S5_L003_R1_001.fastq.gz	HG00146-1_FC2_S5_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00146	27358753045	8.83	0.476218	Similar	27.358753045	HG00146
SRR30310911	SRP305758	PRJNA701308	SAMN41021634	HG00146-2_FC1_S6_L003_R1_001.fastq.gz	HG00146-2_FC1_S6_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00146	23962537602	7.73	0.50744	Similar	23.962537602	HG00146
SRR30310876	SRP305758	PRJNA701308	SAMN41021634	HG00146-2_FC2_S6_L003_R1_001.fastq.gz	HG00146-2_FC2_S6_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00146	24830283262	8.01	0.501278	Similar	24.830283262	HG00146
SRR30310865	SRP305758	PRJNA701308	SAMN41021635	HG00232-1_FC1_S7_L003_R1_001.fastq.gz	HG00232-1_FC1_S7_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00232	19099015899	6.16	0.486337	Similar	19.099015899	HG00232
SRR30310830	SRP305758	PRJNA701308	SAMN41021635	HG00232-1_FC2_S7_L003_R1_001.fastq.gz	HG00232-1_FC2_S7_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00232	19310675468	6.23	0.510446	Similar	19.310675468	HG00232
SRR30310821	SRP305758	PRJNA701308	SAMN41021635	HG00232-2_FC1_S8_L003_R1_001.fastq.gz	HG00232-2_FC1_S8_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00232	24837421032	8.01	0.441484	Similar	24.837421032	HG00232
SRR30310820	SRP305758	PRJNA701308	SAMN41021635	HG00232-2_FC2_S8_L003_R1_001.fastq.gz	HG00232-2_FC2_S8_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00232	25214121638	8.13	0.459377	Similar	25.214121638	HG00232
SRR30310818	SRP305758	PRJNA701308	SAMN41021639	HG00290-1_FC1_S7_L004_R1_001.fastq.gz	HG00290-1_FC1_S7_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00290	19497247142	6.29	0.4654	Similar	19.497247142	HG00290
SRR30310817	SRP305758	PRJNA701308	SAMN41021639	HG00290-1_FC2_S7_L004_R1_001.fastq.gz	HG00290-1_FC2_S7_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00290	19123573331	6.17	0.484694	Similar	19.123573331	HG00290
SRR30310816	SRP305758	PRJNA701308	SAMN41021639	HG00290-2_FC1_S8_L004_R1_001.fastq.gz	HG00290-2_FC1_S8_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00290	23168123129	7.47	0.48162	Similar	23.168123129	HG00290
SRR30310815	SRP305758	PRJNA701308	SAMN41021639	HG00290-2_FC2_S8_L004_R1_001.fastq.gz	HG00290-2_FC2_S8_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00290	22995756931	7.42	0.50788	Similar	22.995756931	HG00290
SRR30310814	SRP305758	PRJNA701308	SAMN41021632	HG00320-1_FC1_S9_L003_R1_001.fastq.gz	HG00320-1_FC1_S9_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00320	21859015341	7.05	0.506774	Similar	21.859015341	HG00320
SRR30310813	SRP305758	PRJNA701308	SAMN41021632	HG00320-1_FC2_S9_L003_R1_001.fastq.gz	HG00320-1_FC2_S9_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00320	22604932087	7.29	0.48307	Similar	22.604932087	HG00320
SRR30310812	SRP305758	PRJNA701308	SAMN41021632	HG00320-2_FC1_S10_L003_R1_001.fastq.gz	HG00320-2_FC1_S10_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00320	35516787765	11.46	0.439958	Similar	35.516787765	HG00320
SRR30310811	SRP305758	PRJNA701308	SAMN41021632	HG00320-2_FC2_S10_L003_R1_001.fastq.gz	HG00320-2_FC2_S10_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00320	36761442562	11.86	0.465434	Similar	36.761442562	HG00320
SRR30310954	SRP305758	PRJNA701308	SAMN41021636	HG00321-1_FC1_S11_L003_R1_001.fastq.gz	HG00321-1_FC1_S11_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00321	31765796916	10.25	0.445028	Similar	31.765796916	HG00321
SRR30310953	SRP305758	PRJNA701308	SAMN41021636	HG00321-1_FC2_S11_L003_R1_001.fastq.gz	HG00321-1_FC2_S11_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00321	32618282667	10.52	0.435627	Similar	32.618282667	HG00321
SRR30310951	SRP305758	PRJNA701308	SAMN41021636	HG00321-2_FC1_S12_L003_R1_001.fastq.gz	HG00321-2_FC1_S12_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00321	28716418960	9.26	0.440311	Similar	28.71641896	HG00321
SRR30310950	SRP305758	PRJNA701308	SAMN41021636	HG00321-2_FC2_S12_L003_R1_001.fastq.gz	HG00321-2_FC2_S12_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00321	29645490401	9.56	0.477987	Similar	29.645490401	HG00321
SRR30310949	SRP305758	PRJNA701308	SAMN33621943	HG00408-1_S4_L002_R1_001.fastq.gz	HG00408-1_S4_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00408	75586775321	24.38	0.402711	Similar	75.586775321	HG00408
SRR30310948	SRP305758	PRJNA701308	SAMN33621943	HG00408-2_S4_L003_R1_001.fastq.gz	HG00408-2_S4_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00408	55207426647	17.81	0.439714	Similar	55.207426647	HG00408
SRR30310947	SRP305758	PRJNA701308	SAMN33758780	HG00558-1_S4_L001_R1_001.fastq.gz	HG00558-1_S4_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00558	27603885539	8.9	0.465973	Similar	27.603885539	HG00558
SRR30310946	SRP305758	PRJNA701308	SAMN33758780	HG00558-2_S8_L001_R1_001.fastq.gz	HG00558-2_S8_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00558	32101602796	10.36	0.482983	Similar	32.101602796	HG00558
SRR30310945	SRP305758	PRJNA701308	SAMN33621944	HG00597-1_S1_L002_R1_001.fastq.gz	HG00597-1_S1_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00597	101280993154	32.67	0.406575	Similar	101.280993154	HG00597
SRR30310944	SRP305758	PRJNA701308	SAMN33621944	HG00597-2_S1_L003_R1_001.fastq.gz	HG00597-2_S1_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00597	60459807174	19.5	0.417803	Similar	60.459807174	HG00597
SRR30310943	SRP305758	PRJNA701308	SAMN33758781	HG00639-1_S6_L002_R1_001.fastq.gz	HG00639-1_S6_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00639	88846013898	28.66	0.424694	Similar	88.846013898	HG00639
SRR30310942	SRP305758	PRJNA701308	SAMN33758781	HG00639-2_S6_L003_R1_001.fastq.gz	HG00639-2_S6_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00639	55624447424	17.94	0.454326	Similar	55.624447424	HG00639
SRR30310940	SRP305758	PRJNA701308	SAMN37797096	HG00658-1_S6_L004_R1_001.fastq.gz	HG00658-1_S6_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00658	48698842692	15.71	0.407118	Similar	48.698842692	HG00658
SRR30310939	SRP305758	PRJNA701308	SAMN37797096	HG00658-2_S12_L004_R1_001.fastq.gz	HG00658-2_S12_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00658	50947499509	16.43	0.425113	Similar	50.947499509	HG00658
SRR30310938	SRP305758	PRJNA701308	SAMN41021616	HG00867-1_FC1_S7_L001_R1_001.fastq.gz	HG00867-1_FC1_S7_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00867	19551234323	6.31	0.497153	Similar	19.551234323	HG00867
SRR30310937	SRP305758	PRJNA701308	SAMN41021616	HG00867-1_FC2_S7_L001_R1_001.fastq.gz	HG00867-1_FC2_S7_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00867	19398350296	6.26	0.492661	Similar	19.398350296	HG00867
SRR30310936	SRP305758	PRJNA701308	SAMN41021616	HG00867-2_FC1_S8_L001_R1_001.fastq.gz	HG00867-2_FC1_S8_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00867	50659452513	16.34	0.447926	Similar	50.659452513	HG00867
SRR30310935	SRP305758	PRJNA701308	SAMN41021616	HG00867-2_FC2_S8_L001_R1_001.fastq.gz	HG00867-2_FC2_S8_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG00867	50295251838	16.22	0.446306	Similar	50.295251838	HG00867
SRR30310934	SRP305758	PRJNA701308	SAMN33758782	HG01074-1_S1_L001_R1_001.fastq.gz	HG01074-1_S1_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG01074	21626785797	6.98	0.530659	Similar	21.626785797	HG01074
SRR30310933	SRP305758	PRJNA701308	SAMN33758782	HG01074-2_S5_L001_R1_001.fastq.gz	HG01074-2_S5_L001	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG01074	30020586028	9.68	0.503104	Similar	30.020586028	HG01074
SRR30310932	SRP305758	PRJNA701308	SAMN33758783	HG01081-1_S5_L002_R1_001.fastq.gz	HG01081-1_S5_L002	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG01081	115919387211	37.39	0.416466	Similar	115.919387211	HG01081
SRR30310931	SRP305758	PRJNA701308	SAMN33758783	HG01081-2_S5_L003_R1_001.fastq.gz	HG01081-2_S5_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG01081	54958779326	17.73	0.432473	Similar	54.958779326	HG01081
SRR30310905	SRP305758	PRJNA701308	SAMN37797097	HG01150-1_S5_L004_R1_001.fastq.gz	HG01150-1_S5_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG01150	38965707191	12.57	0.436529	Similar	38.965707191	HG01150
SRR30310904	SRP305758	PRJNA701308	SAMN37797097	HG01150-2_S11_L004_R1_001.fastq.gz	HG01150-2_S11_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG01150	32958728626	10.63	0.451094	Similar	32.958728626	HG01150
SRR30310903	SRP305758	PRJNA701308	SAMN37797098	HG01252-2_S2_L003_R1_001.fastq.gz	HG01252-2_S2_L003	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG01252	137329443161	44.3	0.42038	Similar	137.329443161	HG01252
SRR30310902	SRP305758	PRJNA701308	SAMN41021633	HG01786-1_FC1_S1_L004_R1_001.fastq.gz	HG01786-1_FC1_S1_L004	Hi-C	GENOMIC	ILLUMINA	Illumina NovaSeq 6000	Illumina Sequencing of Omni-C Libraries	University of California Santa Cruz	wseligma@ucsc.edu		unaligned reads	fastq	paired	RANDOM	no shear	Illumina Sequencing of Omni-C Libraries of HG01786	16785803411	5.41	0.53728	Similar	16.785803411	HG01786
