filename,sample_ID,path,accession,study,biosample_accession,total_reads,total_bp,total_Gbp,min,max,mean,quartile_25,quartile_50,quartile_75,N25,N50,N75,ntsm_score,library_ID,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,data_type,shear_method,size_selection,DeepConsensus_version,polymerase_version,seq_plate_chemistry_version,generator_facility,generator_contact,notes,ccs_algorithm,MM_tag,production,filetype
m64334e_220424_021126.5mc.hifi_reads.bam,HG01940,s3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_HiFi/primrose/m64334e_220424_021126.5mc.hifi_reads.bam,SRR30151919,SRP305758,SAMN37797101,1562113,28711690224,28.71,103.0,68924.0,18380,13961,17465,21800,15517,19434,24124,,HG01940_PB1_m64334e_220424_021126_m64334e_220424_021126,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,,6.0.0,1,RU_Y3,bam
m64334e_220426_185110.demultiplex.bc1010--bc1010.5mc.hifi_reads.bam,HG01940,s3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_HiFi/primrose/m64334e_220426_185110.demultiplex.bc1010--bc1010.5mc.hifi_reads.bam,SRR30151918,SRP305758,SAMN37797101,413272,8165347513,8.17,63.0,64624.0,19757,14933,18729,23463,16610,20898,25978,,HG01940_PB1_m64334e_220426_185110_m64334e_220426_185110,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,,6.0.0,1,RU_Y3,bam
m64330e_220223_194839.5mc.hifi_reads.bam,HG03050,s3://human-pangenomics/working/HPRC/HG03050/raw_data/PacBio_HiFi/primrose/m64330e_220223_194839.5mc.hifi_reads.bam,SRR30151963,SRP305758,SAMN37797108,1823052,35577169414,35.58,77.0,58639.0,19515,16973,18843,21459,17390,19466,22350,,HG03050_PB1_m64330e_220223_194839_m64330e_220223_194839,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,,6.0.0,1,RU_Y3,bam
m64330e_220227_061615.5mc.hifi_reads.bam,HG03050,s3://human-pangenomics/working/HPRC/HG03050/raw_data/PacBio_HiFi/primrose/m64330e_220227_061615.5mc.hifi_reads.bam,SRR30151962,SRP305758,SAMN37797108,1642835,31228629314,31.23,79.0,65131.0,19008,16379,18387,21021,16859,19058,21925,,HG03050_PB1_m64330e_220227_061615_m64330e_220227_061615,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,,6.0.0,1,RU_Y3,bam
m54306Ue_220402_052301.demultiplex.bc1012--bc1012.5mc.hifi_reads.bam,HG03050,s3://human-pangenomics/working/HPRC/HG03050/raw_data/PacBio_HiFi/primrose/m54306Ue_220402_052301.demultiplex.bc1012--bc1012.5mc.hifi_reads.bam,SRR30151961,SRP305758,SAMN37797108,501610,9392895139,9.39,79.0,55017.0,18725,16230,18143,20624,16673,18756,21449,,HG03050_PB1_m54306Ue_220402_052301_m54306Ue_220402_052301,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,,6.0.0,1,RU_Y3,bam
m64330e_220218_192631.bc1012--bc1012.5mc.hifi_reads.bam,HG03050,s3://human-pangenomics/working/HPRC/HG03050/raw_data/PacBio_HiFi/primrose/m64330e_220218_192631.bc1012--bc1012.5mc.hifi_reads.bam,SRR30151914,SRP305758,SAMN37797108,1382611,26710285393,26.71,106.0,58329.0,19318,16864,18682,21201,17264,19269,22047,,HG03050_PB1_m64330e_220218_192631_m64330e_220218_192631,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,,6.0.0,1,RU_Y3,bam
m64330e_220407_180519.demultiplex.bc1012--bc1012.5mc.hifi_reads.bam,HG03050,s3://human-pangenomics/working/HPRC/HG03050/raw_data/PacBio_HiFi/primrose/m64330e_220407_180519.demultiplex.bc1012--bc1012.5mc.hifi_reads.bam,SRR30151913,SRP305758,SAMN37797108,576036,10893343672,10.89,123.0,62057.0,18910,16305,18292,20892,16778,18950,21783,,HG03050_PB1_m64330e_220407_180519_m64330e_220407_180519,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,,6.0.0,1,RU_Y3,bam
m54306Ue_220223_194148.5mc.hifi_reads.bam,HG02984,s3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_HiFi/primrose/m54306Ue_220223_194148.5mc.hifi_reads.bam,SRR30151979,SRP305758,SAMN37797107,1015947,21557851977,21.56,111.0,65089.0,21219,17591,20150,23760,18256,21241,25288,,HG02984_PB1_m54306Ue_220223_194148_m54306Ue_220223_194148,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,,6.0.0,1,RU_Y3,bam
m64330e_220403_050826.5mc.hifi_reads.bam,HG02984,s3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_HiFi/primrose/m64330e_220403_050826.5mc.hifi_reads.bam,SRR30151978,SRP305758,SAMN37797107,1622283,25922780932,25.92,61.0,48901.0,15979,13408,15344,17937,13946,16107,18985,,HG02984_PB1_m64330e_220403_050826_m64330e_220403_050826,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,,6.0.0,1,RU_Y3,bam
m64334e_220421_053305.5mc.hifi_reads.bam,HG02984,s3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_HiFi/primrose/m64334e_220421_053305.5mc.hifi_reads.bam,SRR30151977,SRP305758,SAMN37797107,1363555,22717109029,22.72,104.0,58810.0,16660,13216,15998,19386,14336,17345,21044,,HG02984_PB1_m64334e_220421_053305_m64334e_220421_053305,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,,6.0.0,1,RU_Y3,bam
m64334e_220428_054535.5mc.hifi_reads.bam,HG02984,s3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_HiFi/primrose/m64334e_220428_054535.5mc.hifi_reads.bam,SRR30151976,SRP305758,SAMN37797107,1196204,19889245475,19.89,89.0,57608.0,16626,13681,15936,18923,14397,16928,20223,,HG02984_PB1_m64334e_220428_054535_m64334e_220428_054535,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,,6.0.0,1,RU_Y3,bam
m64055e_220517_182131.demultiplex.bc1009--bc1009.5mc.hifi_reads.bam,HG02984,s3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_HiFi/primrose/m64055e_220517_182131.demultiplex.bc1009--bc1009.5mc.hifi_reads.bam,SRR30151975,SRP305758,SAMN37797107,119906,2004239111,2.0,122.0,50187.0,16715,13317,15970,19343,14292,17263,20935,,HG02984_PB1_m64055e_220517_182131_m64055e_220517_182131,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,,6.0.0,1,RU_Y3,bam
m64334e_220218_191452.bc1011--bc1011.5mc.hifi_reads.bam,HG02984,s3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_HiFi/primrose/m64334e_220218_191452.bc1011--bc1011.5mc.hifi_reads.bam,SRR30151974,SRP305758,SAMN37797107,833071,17423268103,17.42,61.0,55371.0,20914,17437,19878,23340,18050,20898,24783,,HG02984_PB1_m64334e_220218_191452_m64334e_220218_191452,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,,6.0.0,1,RU_Y3,bam
m54306Ue_220326_050928.5mc.hifi_reads.bam,HG02841,s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/primrose/m54306Ue_220326_050928.5mc.hifi_reads.bam,SRR30151973,SRP305758,SAMN37797106,1925403,31236330105,31.24,189.0,52400.0,16223,13479,15524,18296,14059,16375,19439,,HG02841_PB1_m54306Ue_220326_050928_m54306Ue_220326_050928,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,,6.0.0,1,RU_Y3,bam
m54306Ue_220327_160600.5mc.hifi_reads.bam,HG02841,s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/primrose/m54306Ue_220327_160600.5mc.hifi_reads.bam,SRR30151972,SRP305758,SAMN37797106,1958075,31882411301,31.88,148.0,52304.0,16282,13449,15606,18475,14095,16523,19677,,HG02841_PB1_m54306Ue_220327_160600_m54306Ue_220327_160600,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,,6.0.0,1,RU_Y3,bam
m64334e_220321_180258.5mc.hifi_reads.bam,HG02841,s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/primrose/m64334e_220321_180258.5mc.hifi_reads.bam,SRR30151971,SRP305758,SAMN37797106,1947398,31549601858,31.55,111.0,53376.0,16200,13472,15513,18265,14048,16357,19398,,HG02841_PB1_m64334e_220321_180258_m64334e_220321_180258,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,,6.0.0,1,RU_Y3,bam
m64330e_220407_180519.demultiplex.bc1021--bc1021.5mc.hifi_reads.bam,HG02841,s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/primrose/m64330e_220407_180519.demultiplex.bc1021--bc1021.5mc.hifi_reads.bam,SRR30151970,SRP305758,SAMN37797106,556026,9018445903,9.02,65.0,47984.0,16219,13397,15543,18406,14039,16463,19604,,HG02841_PB1_m64330e_220407_180519_m64330e_220407_180519,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,,6.0.0,1,RU_Y3,bam
m64334e_220412_183749.demultiplex.bc1021--bc1021.5mc.hifi_reads.bam,HG02841,s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/primrose/m64334e_220412_183749.demultiplex.bc1021--bc1021.5mc.hifi_reads.bam,SRR30151968,SRP305758,SAMN37797106,687065,11067164812,11.07,272.0,52702.0,16107,13350,15440,18231,13963,16317,19383,,HG02841_PB1_m64334e_220412_183749_m64334e_220412_183749,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,,6.0.0,1,RU_Y3,bam
m54306Ue_220409_033640.5mc.hifi_reads.bam,HG01960,s3://human-pangenomics/working/HPRC/HG01960/raw_data/PacBio_HiFi/primrose/m54306Ue_220409_033640.5mc.hifi_reads.bam,SRR30151967,SRP305758,SAMN37797102,1726705,31237108828,31.24,145.0,62890.0,18090,14273,17156,20995,15305,18636,22857,,HG01960_PB1_m54306Ue_220409_033640_m54306Ue_220409_033640,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,,6.0.0,1,RU_Y3,bam
m54306Ue_220410_130603.5mc.hifi_reads.bam,HG01960,s3://human-pangenomics/working/HPRC/HG01960/raw_data/PacBio_HiFi/primrose/m54306Ue_220410_130603.5mc.hifi_reads.bam,SRR30151966,SRP305758,SAMN37797102,1436508,26111870066,26.11,145.0,63512.0,18177,14334,17245,21110,15378,18739,22984,,HG01960_PB1_m54306Ue_220410_130603_m54306Ue_220410_130603,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,,6.0.0,1,RU_Y3,bam
m64330e_220401_181429.5mc.hifi_reads.bam,HG01960,s3://human-pangenomics/working/HPRC/HG01960/raw_data/PacBio_HiFi/primrose/m64330e_220401_181429.5mc.hifi_reads.bam,SRR30151965,SRP305758,SAMN37797102,1457859,26059199917,26.06,192.0,58485.0,17874,14152,16939,20683,15134,18373,22509,,HG01960_PB1_m64330e_220401_181429_m64330e_220401_181429,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,,6.0.0,1,RU_Y3,bam
m64330e_220412_185021.5mc.hifi_reads.bam,HG01960,s3://human-pangenomics/working/HPRC/HG01960/raw_data/PacBio_HiFi/primrose/m64330e_220412_185021.5mc.hifi_reads.bam,SRR30151964,SRP305758,SAMN37797102,1673071,30024295514,30.02,79.0,58095.0,17945,14185,17011,20793,15184,18465,22625,,HG01960_PB1_m64330e_220412_185021_m64330e_220412_185021,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,,6.0.0,1,RU_Y3,bam
m84091_230705_174256_s2.hifi_reads.bc1002.bam,NA19338,s3://human-pangenomics/working/HPRC/NA19338/raw_data/PacBio_HiFi/m84091_230705_174256_s2.hifi_reads.bc1002.bam,SRR30336761,SRP305758,SAMN37797091,895592,20149672331,20.15,53.0,70947.0,22498,16955,21281,26737,18804,23742,29607,,NA19338_PB2_m84091_230705_174256_s2.hifi_reads.bc1002.bam,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,,7.0.0,1,RU_Y3_topoff,bam
m84091_230705_184508_s4.hifi_reads.bc1002.bam,NA19338,s3://human-pangenomics/working/HPRC/NA19338/raw_data/PacBio_HiFi/m84091_230705_184508_s4.hifi_reads.bc1002.bam,SRR30336760,SRP305758,SAMN37797091,855746,19698176409,19.7,183.0,70626.0,23018,17229,21762,27432,19215,24378,30496,,NA19338_PB2_m84091_230705_184508_s4.hifi_reads.bc1002.bam,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,,7.0.0,1,RU_Y3_topoff,bam
m84091_231120_175800_s4.hifi_reads.bc1002.bam,NA19338,s3://human-pangenomics/working/HPRC/NA19338/raw_data/PacBio_HiFi/m84091_231120_175800_s4.hifi_reads.bc1002.bam,SRR30336749,SRP305758,SAMN37797091,1168582,24019833389,24.02,118.0,59726.0,20554,16868,19599,23288,17667,20798,24872,,NA19338_PB2_m84091_231120_175800_s4.hifi_reads.bc1002.bam,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,,7.0.0,1,RU_Y3_topoff,bam
m84091_231208_194716_s4.hifi_reads.bc1008.bam,NA19468,s3://human-pangenomics/working/HPRC/NA19468/raw_data/PacBio_HiFi/m84091_231208_194716_s4.hifi_reads.bc1008.bam,SRR30336738,SRP305758,SAMN37797093,2071540,41116262569,41.12,145.0,61387.0,19848,16434,18914,22327,17111,19968,23768,,NA19468_PB2_m84091_231208_194716_s4.hifi_reads.bc1008.bam,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,,7.0.0,1,RU_Y3_topoff,bam
m84091_231211_215746_s3.hifi_reads.bc1008.bam,NA19468,s3://human-pangenomics/working/HPRC/NA19468/raw_data/PacBio_HiFi/m84091_231211_215746_s3.hifi_reads.bc1008.bam,SRR30336729,SRP305758,SAMN37797093,1011292,20112027354,20.11,259.0,54526.0,19887,16468,18966,22377,17152,20014,23806,,NA19468_PB2_m84091_231211_215746_s3.hifi_reads.bc1008.bam,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,,7.0.0,1,RU_Y3_topoff,bam
m84091_231120_175800_s4.hifi_reads.bc1015.bam,NA19391,s3://human-pangenomics/working/HPRC/NA19391/raw_data/PacBio_HiFi/m84091_231120_175800_s4.hifi_reads.bc1015.bam,SRR30336728,SRP305758,SAMN37797092,3763902,70911019454,70.91,130.0,57886.0,18839,15963,18107,21074,16504,18935,22196,,NA19391_PB3_m84091_231120_175800_s4.hifi_reads.bc1015.bam,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,,7.0.0,1,RU_Y3_topoff,bam
m84091_230705_174256_s2.hifi_reads.bc1009.bam,HG03470,s3://human-pangenomics/working/HPRC/HG03470/raw_data/PacBio_HiFi/m84091_230705_174256_s2.hifi_reads.bc1009.bam,SRR30336727,SRP305758,SAMN37797110,1399961,34295733741,34.3,110.0,70709.0,24497,19169,23378,28738,20781,25534,31304,,HG03470_PB1_m84091_230705_174256_s2.hifi_reads.bc1009.bam,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,,7.0.0,1,RU_Y3_topoff,bam
m84091_230705_184508_s4.hifi_reads.bc1009.bam,HG03470,s3://human-pangenomics/working/HPRC/HG03470/raw_data/PacBio_HiFi/m84091_230705_184508_s4.hifi_reads.bc1009.bam,SRR30336726,SRP305758,SAMN37797110,1363854,34109597312,34.11,217.0,68532.0,25009,19455,23857,29458,21189,26154,32139,,HG03470_PB1_m84091_230705_184508_s4.hifi_reads.bc1009.bam,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,,7.0.0,1,RU_Y3_topoff,bam
m84091_231120_182829_s1.hifi_reads.bc1019.bam,HG01784,s3://human-pangenomics/working/HPRC/HG01784/raw_data/PacBio_HiFi/m84091_231120_182829_s1.hifi_reads.bc1019.bam,SRR30336725,SRP305758,SAMN37797100,3827674,65222185255,65.22,90.0,52530.0,17039,14937,16533,18694,15268,17021,19360,,HG01784_PB2_m84091_231120_182829_s1.hifi_reads.bc1019.bam,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,,7.0.0,1,RU_Y3_topoff,bam
m84091_230817_150246_s3.hifi_reads.bc1015.bam,NA19159,s3://human-pangenomics/working/HPRC/NA19159/raw_data/PacBio_HiFi/m84091_230817_150246_s3.hifi_reads.bc1015.bam,SRR30336724,SRP305758,SAMN37797089,1065226,23688286583,23.69,176.0,63442.0,22237,18178,20997,25135,18976,22358,27020,,NA19159_PB1_m84091_230817_150246_s3.hifi_reads.bc1015.bam,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,,7.0.0,1,RU_Y3_topoff,bam
m84091_231120_193041_s3.hifi_reads.bc1020.bam,HG03742,s3://human-pangenomics/working/HPRC/HG03742/raw_data/PacBio_HiFi/m84091_231120_193041_s3.hifi_reads.bc1020.bam,SRR30336759,SRP305758,SAMN37797111,2373463,40822247506,40.82,107.0,54431.0,17199,14656,16506,19130,15097,17203,20097,,HG03742_PB2_m84091_231120_193041_s3.hifi_reads.bc1020.bam,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,,7.0.0,1,RU_Y3_topoff,bam
m84091_231208_204928_s2.hifi_reads.bc1018.bam,NA20799,s3://human-pangenomics/working/HPRC/NA20799/raw_data/PacBio_HiFi/m84091_231208_204928_s2.hifi_reads.bc1018.bam,SRR30336758,SRP305758,SAMN37797094,1925842,37473687834,37.47,76.0,52733.0,19458,16289,18624,21862,16917,19595,23188,,NA20799_PB2_m84091_231208_204928_s2.hifi_reads.bc1018.bam,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,,7.0.0,1,RU_Y3_topoff,bam
m84091_231211_215746_s3.hifi_reads.bc1018.bam,NA20799,s3://human-pangenomics/working/HPRC/NA20799/raw_data/PacBio_HiFi/m84091_231211_215746_s3.hifi_reads.bc1018.bam,SRR30336757,SRP305758,SAMN37797094,1451118,28344896301,28.34,124.0,51953.0,19533,16340,18689,21929,16965,19657,23271,,NA20799_PB2_m84091_231211_215746_s3.hifi_reads.bc1018.bam,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,,7.0.0,1,RU_Y3_topoff,bam
m84091_231208_194716_s4.hifi_reads.bc1021.bam,HG01530,s3://human-pangenomics/working/HPRC/HG01530/raw_data/PacBio_HiFi/m84091_231208_194716_s4.hifi_reads.bc1021.bam,SRR30336756,SRP305758,SAMN37797099,831560,14704255771,14.7,152.0,62111.0,17682,14890,16636,19456,15304,17421,20764,,HG01530_PB3_m84091_231208_194716_s4.hifi_reads.bc1021.bam,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,,7.0.0,1,RU_Y3_topoff,bam
m84091_231208_201822_s1.hifi_reads.bc1021.bam,HG01530,s3://human-pangenomics/working/HPRC/HG01530/raw_data/PacBio_HiFi/m84091_231208_201822_s1.hifi_reads.bc1021.bam,SRR30336755,SRP305758,SAMN37797099,551869,9669215846,9.67,322.0,62777.0,17520,14829,16525,19228,15225,17248,20482,,HG01530_PB3_m84091_231208_201822_s1.hifi_reads.bc1021.bam,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,,7.0.0,1,RU_Y3_topoff,bam
m84091_231208_204928_s2.hifi_reads.bc1021.bam,HG01530,s3://human-pangenomics/working/HPRC/HG01530/raw_data/PacBio_HiFi/m84091_231208_204928_s2.hifi_reads.bc1021.bam,SRR30336754,SRP305758,SAMN37797099,484246,8552141762,8.55,192.0,57614.0,17660,14885,16622,19423,15296,17395,20730,,HG01530_PB3_m84091_231208_204928_s2.hifi_reads.bc1021.bam,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,,7.0.0,1,RU_Y3_topoff,bam
m84091_231120_185935_s2.hifi_reads.bc1016.bam,NA19087,s3://human-pangenomics/working/HPRC/NA19087/raw_data/PacBio_HiFi/m84091_231120_185935_s2.hifi_reads.bc1016.bam,SRR30336753,SRP305758,SAMN37797087,2844047,58221913081,58.22,147.0,59674.0,20471,16450,19599,23547,17540,21029,25338,,NA19087_PB2_m84091_231120_185935_s2.hifi_reads.bc1016.bam,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,,7.0.0,1,RU_Y3_topoff,bam
m84091_231120_193041_s3.hifi_reads.bc1012.bam,NA18570,s3://human-pangenomics/working/HPRC/NA18570/raw_data/PacBio_HiFi/m84091_231120_193041_s3.hifi_reads.bc1012.bam,SRR30336752,SRP305758,SAMN37797086,2721746,50245213157,50.25,173.0,57172.0,18460,15874,17784,20430,16308,18454,21346,,NA18570_PB4_m84091_231120_193041_s3.hifi_reads.bc1012.bam,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,,Revio P1,Revio C1,Rockefeller University,vgl-lab@rockefeller.edu,,7.0.0,1,RU_Y3_topoff,bam
